"ano","categoria","atribuicao","comentario","venceu"
"1941 (14th)","Music (Scoring)","Hold Back the Dawn","Victor Young","NO"
"1941 (14th)","Music (Scoring)","How Green Was My Valley","Alfred Newman","NO"
"1941 (14th)","Music (Scoring)","King of the Zombies","Edward Kay","NO"
"1941 (14th)","Music (Scoring)","Ladies in Retirement","Morris Stoloff, Ernst Toch","NO"
"1941 (14th)","Music (Scoring)","The Little Foxes","Meredith Willson","NO"
"1941 (14th)","Music (Scoring)","Lydia","Miklos Rozsa","NO"
"1941 (14th)","Music (Scoring)","Mercy Island","Cy Feuer, Walter Scharf","NO"
"1941 (14th)","Music (Scoring)","Sergeant York","Max Steiner","NO"
"1941 (14th)","Music (Scoring)","So Ends Our Night","Louis Gruenberg","NO"
"1941 (14th)","Music (Scoring)","Sundown","Miklos Rozsa","NO"
"1941 (14th)","Music (Scoring)","Suspicion","Franz Waxman","NO"
"1941 (14th)","Music (Scoring)","Tanks a Million","Edward Ward","NO"
"1941 (14th)","Music (Scoring)","That Uncertain Feeling","Werner Heymann","NO"
"1941 (14th)","Music (Scoring)","This Woman Is Mine","Richard Hageman","NO"
"1941 (14th)","Music (Scoring)","All-American Co-Ed","Edward Ward","NO"
"1941 (14th)","Music (Scoring)","Birth of the Blues","Robert Emmett Dolan","NO"
"1941 (14th)","Music (Scoring)","Buck Privates","Charles Previn","NO"
"1941 (14th)","Music (Scoring)","The Chocolate Soldier","Herbert Stothart, Bronislau Kaper","NO"
"1941 (14th)","Music (Scoring)","Dumbo","Frank Churchill, Oliver Wallace","YES"
"1941 (14th)","Music (Scoring)","Ice-Capades","Cy Feuer","NO"
"1941 (14th)","Music (Scoring)","The Strawberry Blonde","Heinz Roemheld","NO"
"1941 (14th)","Music (Scoring)","Sun Valley Serenade","Emil Newman","NO"
"1941 (14th)","Music (Scoring)","Sunny","Anthony Collins","NO"
"1941 (14th)","Music (Scoring)","You'll Never Get Rich","Morris Stoloff","NO"
"1941 (14th)","Music (Song)","Dumbo","Music by Frank Churchill; Lyrics by Ned Washington","NO"
"1941 (14th)","Music (Song)","Ridin' on a Rainbow","Music and Lyrics by Gene Autry and Fred Rose","NO"
"1941 (14th)","Music (Song)","Blues in the Night","Music by Harold Arlen; Lyrics by Johnny Mercer","NO"
"1941 (14th)","Music (Song)","Buck Privates","Music by Hugh Prince; Lyrics by Don Raye","NO"
"1941 (14th)","Music (Song)","Sun Valley Serenade","Music by Harry Warren; Lyrics by Mack Gordon","NO"
"1941 (14th)","Music (Song)","Las Vegas Nights","Music by Lou Alter; Lyrics by Frank Loesser","NO"
"1941 (14th)","Music (Song)","Lady Be Good","Music by Jerome Kern; Lyrics by Oscar Hammerstein II","YES"
"1941 (14th)","Music (Song)","All-American Co-Ed","Music and Lyrics by Lloyd B. Norlind","NO"
"1941 (14th)","Music (Song)","You'll Never Get Rich","Music and Lyrics by Cole Porter","NO"
"1941 (14th)","Best Picture","Blossoms in the Dust","Metro-Goldwyn-Mayer","NO"
"1941 (14th)","Best Picture","Citizen Kane","Mercury","NO"
"1941 (14th)","Best Picture","Here Comes Mr. Jordan","Columbia","NO"
"1941 (14th)","Best Picture","Hold Back the Dawn","Paramount","NO"
"1941 (14th)","Best Picture","How Green Was My Valley","20th Century-Fox","YES"
"1941 (14th)","Best Picture","The Little Foxes","Samuel Goldwyn Productions","NO"
"1941 (14th)","Best Picture","The Maltese Falcon","Warner Bros.","NO"
"1941 (14th)","Best Picture","One Foot in Heaven","Warner Bros.","NO"
"1941 (14th)","Best Picture","Sergeant York","Warner Bros.","NO"
"1941 (14th)","Best Picture","Suspicion","RKO Radio","NO"
"1941 (14th)","Honorary Award","To Rey Scott","","YES"
"1941 (14th)","Honorary Award","To The British Ministry of Information","","YES"
"1941 (14th)","Honorary Award","To Leopold Stokowski","","YES"
"1941 (14th)","Honorary Award","To Walt Disney...","","YES"
"1940 (13th)","Actor -- Leading Role","Charles Chaplin","The Great Dictator {'Hynkel, Dictator of Tomania'}","NO"
"1940 (13th)","Actor -- Leading Role","Henry Fonda","The Grapes of Wrath {'Tom Joad'}","NO"
"1940 (13th)","Actor -- Leading Role","Raymond Massey","Abe Lincoln in Illinois {'Abraham Lincoln'}","NO"
"1940 (13th)","Actor -- Leading Role","Laurence Olivier","Rebecca {'Maxim de Winter'}","NO"
"1940 (13th)","Actor -- Leading Role","James Stewart","The Philadelphia Story {'Mike Connor'}","YES"
"1940 (13th)","Actor -- Supporting Role","Albert Basserman","Foreign Correspondent {'Van Meer'}","NO"
"1940 (13th)","Actor -- Supporting Role","Walter Brennan","The Westerner {'Judge Roy Bean'}","YES"
"1940 (13th)","Actor -- Supporting Role","William Gargan","They Knew What They Wanted {'Joe, the Foreman'}","NO"
"1940 (13th)","Actor -- Supporting Role","Jack Oakie","The Great Dictator {'Napaloni, Dictator of Bacteria'}","NO"
"1940 (13th)","Actor -- Supporting Role","James Stephenson","The Letter {'Howard Joyce'}","NO"
"1940 (13th)","Actress -- Leading Role","Bette Davis","The Letter {'Leslie Crosbie'}","NO"
"1940 (13th)","Actress -- Leading Role","Joan Fontaine","Rebecca {'Mrs. de Winter'}","NO"
"1940 (13th)","Actress -- Leading Role","Katharine Hepburn","The Philadelphia Story {'Tracy Lord'}","NO"
"1940 (13th)","Actress -- Leading Role","Ginger Rogers","Kitty Foyle {'Kitty Foyle'}","YES"
"1940 (13th)","Actress -- Leading Role","Martha Scott","Our Town {'Emily Webb'}","NO"
"1940 (13th)","Actress -- Supporting Role","Judith Anderson","Rebecca {'Mrs. Danvers'}","NO"
"1940 (13th)","Actress -- Supporting Role","Jane Darwell","The Grapes of Wrath {'Ma Joad'}","YES"
"1940 (13th)","Actress -- Supporting Role","Ruth Hussey","The Philadelphia Story {'Liz Imbrie'}","NO"
"1940 (13th)","Actress -- Supporting Role","Barbara O'Neil","All This, and Heaven Too {'Duchesse de Praslin'}","NO"
"1940 (13th)","Actress -- Supporting Role","Marjorie Rambeau","Primrose Path {'Mamie Adams'}","NO"
"1940 (13th)","Cinematography","Abe Lincoln in Illinois","James Wong Howe","NO"
"1940 (13th)","Cinematography","All This, and Heaven Too","Ernest Haller","NO"
"1940 (13th)","Cinematography","Arise, My Love","Charles B. Lang, Jr.","NO"
"1940 (13th)","Cinematography","Boom Town","Harold Rosson","NO"
"1940 (13th)","Cinematography","Foreign Correspondent","Rudolph Maté","NO"
"1940 (13th)","Cinematography","The Letter","Gaetano (Tony) Gaudio","NO"
"1940 (13th)","Cinematography","The Long Voyage Home","Gregg Toland","NO"
"1940 (13th)","Cinematography","Rebecca","George Barnes","YES"
"1940 (13th)","Cinematography","Spring Parade","Joseph Valentine","NO"
"1940 (13th)","Cinematography","Waterloo Bridge","Joseph Ruttenberg","NO"
"1940 (13th)","Cinematography","Bitter Sweet","Oliver T. Marsh, Allen Davey","NO"
"1940 (13th)","Cinematography","The Blue Bird","Arthur Miller, Ray Rennahan","NO"
"1940 (13th)","Cinematography","Down Argentine Way","Leon Shamroy, Ray Rennahan","NO"
"1940 (13th)","Cinematography","North West Mounted Police","Victor Milner, W. Howard Greene","NO"
"1940 (13th)","Cinematography","Northwest Passage","Sidney Wagner, William V. Skall","NO"
"1940 (13th)","Cinematography","The Thief of Bagdad","Georges Périnal","YES"
"1940 (13th)","Directing","The Grapes of Wrath","John Ford","YES"
"1940 (13th)","Directing","Kitty Foyle","Sam Wood","NO"
"1940 (13th)","Directing","The Letter","William Wyler","NO"
"1940 (13th)","Directing","The Philadelphia Story","George Cukor","NO"
"1940 (13th)","Directing","Rebecca","Alfred Hitchcock","NO"
"1940 (13th)","Music (Scoring)","Arizona","Victor Young","NO"
"1940 (13th)","Music (Scoring)","The Dark Command","Victor Young","NO"
"1940 (13th)","Music (Scoring)","The Fight for Life","Louis Gruenberg","NO"
"1940 (13th)","Music (Scoring)","The Great Dictator","Meredith Willson","NO"
"1940 (13th)","Music (Scoring)","The House of the Seven Gables","Frank Skinner","NO"
"1940 (13th)","Music (Scoring)","The Howards of Virginia","Richard Hageman","NO"
"1940 (13th)","Music (Scoring)","The Letter","Max Steiner","NO"
"1940 (13th)","Music (Scoring)","The Long Voyage Home","Richard Hageman","NO"
"1940 (13th)","Music (Scoring)","The Mark of Zorro","Alfred Newman","NO"
"1940 (13th)","Music (Scoring)","My Favorite Wife","Roy Webb","NO"
"1940 (13th)","Music (Scoring)","North West Mounted Police","Victor Young","NO"
"1940 (13th)","Music (Scoring)","One Million B.C.","Werner Heymann","NO"
"1940 (13th)","Music (Scoring)","Our Town","Aaron Copland","NO"
"1940 (13th)","Music (Scoring)","Pinocchio","Leigh Harline, Paul J. Smith, Ned Washington","YES"
"1940 (13th)","Music (Scoring)","Rebecca","Franz Waxman","NO"
"1940 (13th)","Music (Scoring)","The Thief of Bagdad","Miklos Rozsa","NO"
"1940 (13th)","Music (Scoring)","Waterloo Bridge","Herbert Stothart","NO"
"1940 (13th)","Music (Scoring)","Arise, My Love","Victor Young","NO"
"1940 (13th)","Music (Scoring)","Hit Parade of 1941","Cy Feuer","NO"
"1940 (13th)","Music (Scoring)","Irene","Anthony Collins","NO"
"1940 (13th)","Music (Scoring)","Our Town","Aaron Copland","NO"
"1940 (13th)","Music (Scoring)","The Sea Hawk","Erich Wolfgang Korngold","NO"
"1940 (13th)","Music (Scoring)","Second Chorus","Artie Shaw","NO"
"1940 (13th)","Music (Scoring)","Spring Parade","Charles Previn","NO"
"1940 (13th)","Music (Scoring)","Strike Up the Band","Roger Edens, Georgie Stoll","NO"
"1940 (13th)","Music (Scoring)","Tin Pan Alley","Alfred Newman","YES"
"1940 (13th)","Music (Song)","Down Argentine Way","Music by Harry Warren; Lyrics by Mack Gordon","NO"
"1940 (13th)","Music (Song)","You'll Find Out","Music by Jimmy McHugh; Lyrics by Johnny Mercer","NO"
"1940 (13th)","Music (Song)","Music in My Heart","Music and Lyrics by Chet Forrest and Bob Wright","NO"
"1940 (13th)","Music (Song)","Second Chorus","Music by Artie Shaw; Lyrics by Johnny Mercer","NO"
"1940 (13th)","Music (Song)","Rhythm on the River","Music by James Monaco; Lyrics by John Burke","NO"
"1940 (13th)","Music (Song)","Strike Up the Band","Music and Lyrics by Roger Edens and Arthur Freed","NO"
"1940 (13th)","Music (Song)","Spring Parade","Music by Robert Stolz; Lyrics by Gus Kahn","NO"
"1940 (13th)","Music (Song)","Pinocchio","Music by Leigh Harline; Lyrics by Ned Washington","YES"
"1940 (13th)","Music (Song)","Hit Parade of 1941","Music by Jule Styne; Lyrics by Walter Bullock","NO"
"1940 (13th)","Best Picture","All This, and Heaven Too","Warner Bros.","NO"
"1940 (13th)","Best Picture","Foreign Correspondent","Walter Wanger (production company)","NO"
"1940 (13th)","Best Picture","The Grapes of Wrath","20th Century-Fox","NO"
"1940 (13th)","Best Picture","The Great Dictator","Charles Chaplin Productions","NO"
"1940 (13th)","Best Picture","Kitty Foyle","RKO Radio","NO"
"1940 (13th)","Best Picture","The Letter","Warner Bros.","NO"
"1940 (13th)","Best Picture","The Long Voyage Home","Argosy-Wanger","NO"
"1940 (13th)","Best Picture","Our Town","Sol Lesser (production company)","NO"
"1940 (13th)","Best Picture","The Philadelphia Story","Metro-Goldwyn-Mayer","NO"
"1940 (13th)","Best Picture","Rebecca","Selznick International Pictures","YES"
"1940 (13th)","Honorary Award","To Bob Hope","","YES"
"1940 (13th)","Honorary Award","To Colonel Nathan Levinson","","YES"
"1939 (12th)","Actor -- Leading Role","Robert Donat","Goodbye, Mr. Chips {'Mr. Chips'}","YES"
"1939 (12th)","Actor -- Leading Role","Clark Gable","Gone with the Wind {'Rhett Butler'}","NO"
"1939 (12th)","Actor -- Leading Role","Laurence Olivier","Wuthering Heights {'Heathcliff'}","NO"
"1939 (12th)","Actor -- Leading Role","Mickey Rooney","Babes in Arms {'Mickey Moran'}","NO"
"1939 (12th)","Actor -- Leading Role","James Stewart","Mr. Smith Goes to Washington {'Jefferson Smith'}","NO"
"1939 (12th)","Actor -- Supporting Role","Brian Aherne","Juarez {'Emperor Maximilian von Habsburg'}","NO"
"1939 (12th)","Actor -- Supporting Role","Harry Carey","Mr. Smith Goes to Washington {'President of the Senate'}","NO"
"1939 (12th)","Actor -- Supporting Role","Brian Donlevy","Beau Geste {'Sergeant Markoff'}","NO"
"1939 (12th)","Actor -- Supporting Role","Thomas Mitchell","Stagecoach {'Dr. Josiah Boone'}","YES"
"1939 (12th)","Actor -- Supporting Role","Claude Rains","Mr. Smith Goes to Washington {'Senator Joseph Paine'}","NO"
"1939 (12th)","Actress -- Leading Role","Bette Davis","Dark Victory {'Judith Traherne'}","NO"
"1939 (12th)","Actress -- Leading Role","Irene Dunne","Love Affair {'Terry McKay'}","NO"
"1939 (12th)","Actress -- Leading Role","Greta Garbo","Ninotchka {'Lena Yakushova (Ninotchka)'}","NO"
"1939 (12th)","Actress -- Leading Role","Greer Garson","Goodbye, Mr. Chips {'Katherine Chipping'}","NO"
"1939 (12th)","Actress -- Leading Role","Vivien Leigh","Gone with the Wind {'Scarlett O'Hara'}","YES"
"1939 (12th)","Actress -- Supporting Role","Olivia de Havilland","Gone with the Wind {'Melanie Hamilton'}","NO"
"1939 (12th)","Actress -- Supporting Role","Geraldine Fitzgerald","Wuthering Heights {'Isabella'}","NO"
"1939 (12th)","Actress -- Supporting Role","Hattie McDaniel","Gone with the Wind {'Mammy'}","YES"
"1939 (12th)","Actress -- Supporting Role","Edna May Oliver","Drums along the Mohawk {'Sarah McKlennar'}","NO"
"1939 (12th)","Actress -- Supporting Role","Maria Ouspenskaya","Love Affair {'Grandmother, Mme. Marnay'}","NO"
"1939 (12th)","Cinematography","First Love","Joseph Valentine","NO"
"1939 (12th)","Cinematography","The Great Victor Herbert","Victor Milner","NO"
"1939 (12th)","Cinematography","Gunga Din","Joseph H. August","NO"
"1939 (12th)","Cinematography","Intermezzo","Gregg Toland","NO"
"1939 (12th)","Cinematography","Juarez","Tony Gaudio","NO"
"1939 (12th)","Cinematography","Lady of the Tropics","George Folsey","NO"
"1939 (12th)","Cinematography","Of Mice and Men","Norbert Brodine","NO"
"1939 (12th)","Cinematography","Only Angels Have Wings","Joseph Walker","NO"
"1939 (12th)","Cinematography","The Rains Came","Arthur Miller","NO"
"1939 (12th)","Cinematography","Stagecoach","Bert Glennon","NO"
"1939 (12th)","Cinematography","Wuthering Heights","Gregg Toland","YES"
"1939 (12th)","Cinematography","Drums along the Mohawk","Ray Rennahan, Bert Glennon","NO"
"1939 (12th)","Cinematography","Four Feathers","Georges Perinal, Osmond Borradaile","NO"
"1939 (12th)","Cinematography","Gone with the Wind","Ernest Haller, Ray Rennahan","YES"
"1939 (12th)","Cinematography","The Mikado","William V. Skall, Bernard Knowles","NO"
"1939 (12th)","Cinematography","The Private Lives of Elizabeth and Essex","Sol Polito, W. Howard Greene","NO"
"1939 (12th)","Cinematography","The Wizard of Oz","Hal Rosson","NO"
"1939 (12th)","Directing","Gone with the Wind","Victor Fleming","YES"
"1939 (12th)","Directing","Goodbye, Mr. Chips","Sam Wood","NO"
"1939 (12th)","Directing","Mr. Smith Goes to Washington","Frank Capra","NO"
"1939 (12th)","Directing","Stagecoach","John Ford","NO"
"1939 (12th)","Directing","Wuthering Heights","William Wyler","NO"
"1939 (12th)","Music (Scoring)","Dark Victory","Max Steiner","NO"
"1939 (12th)","Music (Scoring)","Eternally Yours","Werner Janssen","NO"
"1939 (12th)","Music (Scoring)","Golden Boy","Victor Young","NO"
"1939 (12th)","Music (Scoring)","Gone with the Wind","Max Steiner","NO"
"1939 (12th)","Music (Scoring)","Gulliver's Travels","Victor Young","NO"
"1939 (12th)","Music (Scoring)","The Man in the Iron Mask","Lud Gluskin, Lucien Moraweck","NO"
"1939 (12th)","Music (Scoring)","Man of Conquest","Victor Young","NO"
"1939 (12th)","Music (Scoring)","Nurse Edith Cavell","Anthony Collins","NO"
"1939 (12th)","Music (Scoring)","Of Mice and Men","Aaron Copland","NO"
"1939 (12th)","Music (Scoring)","The Rains Came","Alfred Newman","NO"
"1939 (12th)","Music (Scoring)","The Wizard of Oz","Herbert Stothart","YES"
"1939 (12th)","Music (Scoring)","Wuthering Heights","Alfred Newman","NO"
"1939 (12th)","Music (Scoring)","Babes in Arms","George E. Stoll, Roger Edens","NO"
"1939 (12th)","Music (Scoring)","First Love","Charles Previn","NO"
"1939 (12th)","Music (Scoring)","The Great Victor Herbert","Phil Boutelje, Arthur Lange","NO"
"1939 (12th)","Music (Scoring)","The Hunchback of Notre Dame","Alfred Newman","NO"
"1939 (12th)","Music (Scoring)","Intermezzo","Lou Forbes","NO"
"1939 (12th)","Music (Scoring)","Mr. Smith Goes to Washington","Dimitri Tiomkin","NO"
"1939 (12th)","Music (Scoring)","Of Mice and Men","Aaron Copland","NO"
"1939 (12th)","Music (Scoring)","The Private Lives of Elizabeth and Essex","Erich Wolfgang Korngold","NO"
"1939 (12th)","Music (Scoring)","She Married a Cop","Cy Feuer","NO"
"1939 (12th)","Music (Scoring)","Stagecoach","Richard Hageman, Frank Harling, John Leipold, Leo Shuken","YES"
"1939 (12th)","Music (Scoring)","Swanee River","Louis Silvers","NO"
"1939 (12th)","Music (Scoring)","They Shall Have Music","Alfred Newman","NO"
"1939 (12th)","Music (Scoring)","Way Down South","Victor Young","NO"
"1939 (12th)","Music (Song)","Gulliver's Travels","Music by Ralph Rainger; Lyrics by Leo Robin","NO"
"1939 (12th)","Music (Song)","Second Fiddle","Music and Lyrics by Irving Berlin","NO"
"1939 (12th)","Music (Song)","The Wizard of Oz","Music by Harold Arlen; Lyrics by E. Y. Harburg","YES"
"1939 (12th)","Music (Song)","Love Affair","Music and Lyrics by Buddy de Sylva","NO"
"1939 (12th)","Best Picture","Dark Victory","Warner Bros.-First National","NO"
"1939 (12th)","Best Picture","Gone with the Wind","Selznick International Pictures","YES"
"1939 (12th)","Best Picture","Goodbye, Mr. Chips","Metro-Goldwyn-Mayer","NO"
"1939 (12th)","Best Picture","Love Affair","RKO Radio","NO"
"1939 (12th)","Best Picture","Mr. Smith Goes to Washington","Columbia","NO"
"1939 (12th)","Best Picture","Ninotchka","Metro-Goldwyn-Mayer","NO"
"1939 (12th)","Best Picture","Of Mice and Men","Hal Roach (production company)","NO"
"1939 (12th)","Best Picture","Stagecoach","Walter Wanger (production company)","NO"
"1939 (12th)","Best Picture","The Wizard of Oz","Metro-Goldwyn-Mayer","NO"
"1939 (12th)","Best Picture","Wuthering Heights","Samuel Goldwyn Productions","NO"
"1939 (12th)","Honorary Award","To Douglas Fairbanks","","YES"
"1939 (12th)","Honorary Award","To The Motion Picture Relief Fund","","YES"
"1939 (12th)","Honorary Award","To Judy Garland","","YES"
"1939 (12th)","Honorary Award","To William Cameron Menzies","","YES"
"1939 (12th)","Honorary Award","To the Technicolor Company","","YES"
"1938 (11th)","Actor -- Leading Role","Charles Boyer","Algiers {'Pepe Le Moko'}","NO"
"1938 (11th)","Actor -- Leading Role","James Cagney","Angels with Dirty Faces {'Rocky Sullivan'}","NO"
"1938 (11th)","Actor -- Leading Role","Robert Donat","The Citadel {'Andrew Mason'}","NO"
"1938 (11th)","Actor -- Leading Role","Leslie Howard","Pygmalion {'Professor Henry Higgins'}","NO"
"1938 (11th)","Actor -- Leading Role","Spencer Tracy","Boys Town {'Father Flanagan'}","YES"
"1938 (11th)","Actor -- Supporting Role","Walter Brennan","Kentucky {'Peter Goodwin'}","YES"
"1938 (11th)","Actor -- Supporting Role","John Garfield","Four Daughters {'Mickey Borden'}","NO"
"1938 (11th)","Actor -- Supporting Role","Gene Lockhart","Algiers {'Regis'}","NO"
"1938 (11th)","Actor -- Supporting Role","Robert Morley","Marie Antoinette {'King Louis XVI'}","NO"
"1938 (11th)","Actor -- Supporting Role","Basil Rathbone","If I Were King {'Louis XI'}","NO"
"1938 (11th)","Actress -- Leading Role","Fay Bainter","White Banners {'Hannah'}","NO"
"1938 (11th)","Actress -- Leading Role","Bette Davis","Jezebel {'Julie Morrison'}","YES"
"1938 (11th)","Actress -- Leading Role","Wendy Hiller","Pygmalion {'Eliza Doolittle'}","NO"
"1938 (11th)","Actress -- Leading Role","Norma Shearer","Marie Antoinette {'Marie Antoinette'}","NO"
"1938 (11th)","Actress -- Leading Role","Margaret Sullavan","Three Comrades {'Pat Hollmann'}","NO"
"1938 (11th)","Actress -- Supporting Role","Fay Bainter","Jezebel {'Aunt Belle Massey'}","YES"
"1938 (11th)","Actress -- Supporting Role","Beulah Bondi","Of Human Hearts {'Mary Wilkins'}","NO"
"1938 (11th)","Actress -- Supporting Role","Billie Burke","Merrily We Live {'Mrs. Emily Kilbourne'}","NO"
"1938 (11th)","Actress -- Supporting Role","Spring Byington","You Can't Take It with You {'Penny Sycamore'}","NO"
"1938 (11th)","Actress -- Supporting Role","Miliza Korjus","The Great Waltz {'Carla Donner'}","NO"
"1938 (11th)","Cinematography","Algiers","James Wong Howe","NO"
"1938 (11th)","Cinematography","Army Girl","Ernest Miller, Harry Wild","NO"
"1938 (11th)","Cinematography","The Buccaneer","Victor Milner","NO"
"1938 (11th)","Cinematography","The Great Waltz","Joseph Ruttenberg","YES"
"1938 (11th)","Cinematography","Jezebel","Ernest Haller","NO"
"1938 (11th)","Cinematography","Mad about Music","Joseph Valentine","NO"
"1938 (11th)","Cinematography","Merrily We Live","Norbert Brodine","NO"
"1938 (11th)","Cinematography","Suez","Peverell Marley","NO"
"1938 (11th)","Cinematography","Vivacious Lady","Robert de Grasse","NO"
"1938 (11th)","Cinematography","You Can't Take It with You","Joseph Walker","NO"
"1938 (11th)","Cinematography","The Young in Heart","Leon Shamroy","NO"
"1938 (11th)","Cinematography","To Oliver Marsh and Allen Davey","","YES"
"1938 (11th)","Directing","Angels with Dirty Faces","Michael Curtiz","NO"
"1938 (11th)","Directing","Boys Town","Norman Taurog","NO"
"1938 (11th)","Directing","The Citadel","King Vidor","NO"
"1938 (11th)","Directing","Four Daughters","Michael Curtiz","NO"
"1938 (11th)","Directing","You Can't Take It with You","Frank Capra","YES"
"1938 (11th)","Music (Scoring)","The Adventures of Robin Hood","Erich Wolfgang Korngold","YES"
"1938 (11th)","Music (Scoring)","Army Girl","Victor Young","NO"
"1938 (11th)","Music (Scoring)","Block-Heads","Marvin Hatley","NO"
"1938 (11th)","Music (Scoring)","Blockade","Werner Janssen","NO"
"1938 (11th)","Music (Scoring)","Breaking the Ice","Victor Young","NO"
"1938 (11th)","Music (Scoring)","The Cowboy and the Lady","Alfred Newman","NO"
"1938 (11th)","Music (Scoring)","If I Were King","Richard Hageman","NO"
"1938 (11th)","Music (Scoring)","Marie Antoinette","Herbert Stothart","NO"
"1938 (11th)","Music (Scoring)","Pacific Liner","Russell Bennett","NO"
"1938 (11th)","Music (Scoring)","Suez","Louis Silvers","NO"
"1938 (11th)","Music (Scoring)","The Young in Heart","Franz Waxman","NO"
"1938 (11th)","Music (Scoring)","Alexander's Ragtime Band","Alfred Newman","YES"
"1938 (11th)","Music (Scoring)","Carefree","Victor Baravalle","NO"
"1938 (11th)","Music (Scoring)","Girls' School","Morris Stoloff, Gregory Stone","NO"
"1938 (11th)","Music (Scoring)","The Goldwyn Follies","Alfred Newman","NO"
"1938 (11th)","Music (Scoring)","Jezebel","Max Steiner","NO"
"1938 (11th)","Music (Scoring)","Mad about Music","Charles Previn, Frank Skinner","NO"
"1938 (11th)","Music (Scoring)","Storm over Bengal","Cy Feuer","NO"
"1938 (11th)","Music (Scoring)","Sweethearts","Herbert Stothart","NO"
"1938 (11th)","Music (Scoring)","There Goes My Heart","Marvin Hatley","NO"
"1938 (11th)","Music (Scoring)","Tropic Holiday","Boris Morros","NO"
"1938 (11th)","Music (Scoring)","The Young in Heart","Franz Waxman","NO"
"1938 (11th)","Music (Song)","Mannequin","Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright","NO"
"1938 (11th)","Music (Song)","Carefree","Music and Lyrics by Irving Berlin","NO"
"1938 (11th)","Music (Song)","The Cowboy and the Lady","Music by Lionel Newman; Lyrics by Arthur Quenzer","NO"
"1938 (11th)","Music (Song)","Under Western Stars","Music and Lyrics by Johnny Marvin","NO"
"1938 (11th)","Music (Song)","Going Places","Music by Harry Warren; Lyrics by Johnny Mercer","NO"
"1938 (11th)","Music (Song)","Merrily We Live","Music by Phil Charig; Lyrics by Arthur Quenzer","NO"
"1938 (11th)","Music (Song)","The Lady Objects","Music by Ben Oakland; Lyrics by Oscar Hammerstein II","NO"
"1938 (11th)","Music (Song)","That Certain Age","Music by Jimmy McHugh; Lyrics by Harold Adamson","NO"
"1938 (11th)","Music (Song)","Alexander's Ragtime Band","Music and Lyrics by Irving Berlin","NO"
"1938 (11th)","Music (Song)","The Big Broadcast of 1938","Music by Ralph Rainger; Lyrics by Leo Robin","YES"
"1938 (11th)","Best Picture","The Adventures of Robin Hood","Warner Bros.-First National","NO"
"1938 (11th)","Best Picture","Alexander's Ragtime Band","20th Century-Fox","NO"
"1938 (11th)","Best Picture","Boys Town","Metro-Goldwyn-Mayer","NO"
"1938 (11th)","Best Picture","The Citadel","Metro-Goldwyn-Mayer","NO"
"1938 (11th)","Best Picture","Four Daughters","Warner Bros.-First National","NO"
"1938 (11th)","Best Picture","Grand Illusion","Realization D'Art Cinematographique","NO"
"1938 (11th)","Best Picture","Jezebel","Warner Bros.","NO"
"1938 (11th)","Best Picture","Pygmalion","Metro-Goldwyn-Mayer","NO"
"1938 (11th)","Best Picture","Test Pilot","Metro-Goldwyn-Mayer","NO"
"1938 (11th)","Best Picture","You Can't Take It with You","Columbia","YES"
"1938 (11th)","Honorary Award","To Deanna Durbin and Mickey Rooney","","YES"
"1938 (11th)","Honorary Award","To Harry M. Warner","","YES"
"1938 (11th)","Honorary Award","To Walt Disney","","YES"
"1938 (11th)","Honorary Award","To Oliver Marsh and Allen Davey","","YES"
"1938 (11th)","Honorary Award","","","YES"
"1938 (11th)","Honorary Award","To J. Arthur Ball","","YES"
"1937 (10th)","Actor -- Leading Role","Charles Boyer","Conquest {'Napoleon Bonaparte'}","NO"
"1937 (10th)","Actor -- Leading Role","Fredric March","A Star Is Born {'Norman Maine (Alfred Hinkel)'}","NO"
"1937 (10th)","Actor -- Leading Role","Robert Montgomery","Night Must Fall {'Danny'}","NO"
"1937 (10th)","Actor -- Leading Role","Paul Muni","The Life of Emile Zola {'Emile Zola'}","NO"
"1937 (10th)","Actor -- Leading Role","Spencer Tracy","Captains Courageous {'Manuel'}","YES"
"1937 (10th)","Actor -- Supporting Role","Ralph Bellamy","The Awful Truth {'Daniel Leeson'}","NO"
"1937 (10th)","Actor -- Supporting Role","Thomas Mitchell","The Hurricane {'Doctor Kersaint'}","NO"
"1937 (10th)","Actor -- Supporting Role","Joseph Schildkraut","The Life of Emile Zola {'Captain Alfred Dreyfus'}","YES"
"1937 (10th)","Actor -- Supporting Role","H. B. Warner","Lost Horizon {'Chang'}","NO"
"1937 (10th)","Actor -- Supporting Role","Roland Young","Topper {'Cosmo Topper'}","NO"
"1937 (10th)","Actress -- Leading Role","Irene Dunne","The Awful Truth {'Lucy Warriner'}","NO"
"1937 (10th)","Actress -- Leading Role","Greta Garbo","Camille {'Marguerite Gautier (Camille)'}","NO"
"1937 (10th)","Actress -- Leading Role","Janet Gaynor","A Star Is Born {'Esther Blodgett/Vicki Lester'}","NO"
"1937 (10th)","Actress -- Leading Role","Luise Rainer","The Good Earth {'O-Lan'}","YES"
"1937 (10th)","Actress -- Leading Role","Barbara Stanwyck","Stella Dallas {'Stella Dallas'}","NO"
"1937 (10th)","Actress -- Supporting Role","Alice Brady","In Old Chicago {'Molly O'Leary'}","YES"
"1937 (10th)","Actress -- Supporting Role","Andrea Leeds","Stage Door {'Kaye Hamilton'}","NO"
